13.101;-0.201141;-0.0766041;0.609173
13.201;-0.123683;-0.0709065;0.562323
13.3;-0.131923;-0.0795739;0.603695
13.4;-0.122255;-0.0708333;0.620833
13.5;-0.170229;-0.063596;0.634725
13.6;-0.119671;-0.0626508;0.646594
13.7;-0.122255;-0.0541667;0.6125
13.8;-0.0878064;-0.061868;0.601666
13.9;-0.122255;-0.0708333;0.645833
14;-0.0806655;-0.0624647;0.643173
14.1;-0.072395;-0.0606971;0.676171
14.2;-0.12112;-0.0374386;0.679272
14.3;-0.0726719;-0.0352091;0.700704
14.401;-0.0606032;-0.0231699;0.718203
14.5;-0.0823877;-0.00322825;0.724187
14.6;-0.0241806;0.0125332;0.787842
14.7;-0.113075;0.0291145;0.813098
14.8;-0.0623439;0.0504102;0.84881
14.9;-0.0531592;0.0805123;0.832968
15;-0.123095;0.112506;0.845797
15.1;-0.123945;0.129177;0.870776
15.201;-0.00215414;0.140512;0.847695
15.3;-0.00191771;0.16453;0.863733
15.4;0.0662628;0.187441;0.906138
15.5;-0.0397925;0.227017;0.995973
15.6;-0.12304;0.27089;1.06252
15.7;0.0404173;0.284345;1.0553
15.8;0.0207774;0.3167;1.03885
15.901;0.0588278;0.346417;1.07061
16;-0.0460268;0.371619;1.07849
16.1;0.0301754;0.377468;1.15074
16.201;-0.0638156;0.404867;1.14928
16.3;-0.00198607;0.404866;1.20044
16.401;-0.0253826;0.4157;1.20276
16.5;0.0370125;0.41788;1.2605
16.601;-0.0991836;0.442616;1.3025
16.7;-0.0445812;0.438584;1.35354
16.8;-0.0627048;0.453854;1.3488
16.901;-0.129483;0.471832;1.42183
17;0.0381047;0.441029;1.44267
17.1;0.0523412;0.440665;1.48776
17.2;0.0412167;0.44233;1.59155
17.302;0.0420742;0.442105;1.61579
17.401;0.0420742;0.442105;1.66316
17.5;-0.122243;0.470832;1.72083
17.601;0.00185398;0.43637;1.71214
17.7;-0.0607736;0.437211;1.68856
17.801;0.0421855;0.402618;1.73418
17.901;0.0430617;0.394723;1.74902
