0.0967123;0;-0.0505682;0.8625;0;0;0
0.193425;0;-0.0505682;0.8625;0;0.0966661;0
0.290137;0;-0.0412194;0.8625;0;0.161789;0
0.386849;0;-0.0255724;0.8625;0;0.206718;0
0.483562;0;-0.00558016;0.8625;0;0.238851;0
0.580274;0;0.0175197;0.8625;0;0.258078;0
0.676986;0;0.042479;0.8625;0;0.296735;0
0.773699;0;0.071177;0.8625;0;0.284039;0
0.870411;0;0.0986471;0.8625;0;0.277908;0.0438912
0.967123;0;0.125524;0.866745;0;0.265179;0.0787515
1.06384;0;0.15117;0.874361;0;0.254682;0.113691
1.16055;0;0.175801;0.885356;0;0.221705;0.182815
1.25726;0;0.197243;0.903037;0;0.246575;0.219094
1.35397;0;0.22109;0.924226;0;0.2161;0.247101
1.45068;0;0.241989;0.948124;0;0.249759;0.252616
1.5474;0;0.266144;0.972555;0;0.249054;0.305267
1.64411;0;0.290231;1.00208;0;0.229248;0.326367
1.74082;0;0.312402;1.03364;0;0.240767;0.333919
1.83753;0;0.335687;1.06594;0;0.20673;0.34413
1.93425;0;0.35568;1.09922;0;0.183717;0.393126
2.03096;0;0.373448;1.13724;0;0.12837;0.39761
2.12767;0;0.385863;1.17569;0;0.112197;0.424318
2.22438;0;0.396714;1.21673;0;0.0837291;0.376966
2.3211;0;0.404811;1.25319;0;0.0522961;0.331605
2.41781;0;0.409869;1.28526;0;0.0434856;0.318338
2.51452;0;0.414074;1.31604;0;0.0202015;0.345513
2.61123;0;0.416028;1.34946;0;0.0267932;0.343316
2.70795;0;0.418619;1.38266;0;0.0546745;0.369704
2.80466;0;0.423907;1.41842;0;0.0135119;0.351732
2.90137;0;0.425214;1.45243;0;0.0210392;0.311412
2.99808;0;0.427249;1.48255;0;-0.0158248;0.294019
3.09479;0;0.425718;1.51099;0;-0.00724742;0.309437
3.19151;0;0.425017;1.54091;0;-0.000960019;0.302148
3.28822;0;0.424924;1.57013;0;0.00360823;0.339737
3.38493;0;0.425273;1.60299;0;0.00691766;0.342026
3.48164;0;0.425942;1.63607;0;0.00927769;0.324064
3.57836;0;0.42684;1.66741;0;-0.0169647;0.280928
3.67507;0;0.425199;1.69458;0;-0.0106574;0.288288
3.77178;0;0.424168;1.72246;0;-0.00625635;0.305982
3.86849;0;0.423563;1.75205;0;-0.00323694;0.322478
3.96521;0;0.42325;1.78324;0;-0.00121232;0.278761
4.06192;0;0.423133;1.8102;0;0.000101919;0.276361
4.15863;0;0.423143;1.83693;0;0.000916419;0.234518
4.25534;0;0.423231;1.85961;0;-0.0125605;0.208384
