0.588235294118;0.0;1.833125;0.971875
0.647058823529;0.0;1.831875;0.985625
0.705882352941;0.0;1.83125;0.99875
0.764705882353;0.0;1.830625;1.0125
0.823529411765;0.0;1.830625;1.0275
0.882352941176;0.0;1.830625;1.041875
0.941176470588;0.0;1.83125;1.05625
1.0;0.0;1.831875;1.07125
1.05882352941;0.0;1.8325;1.085625
1.11764705882;0.0;1.833125;1.099375
1.17647058824;0.0;1.83375;1.113125
1.23529411765;0.0;1.834375;1.12625
1.29411764706;0.0;1.835;1.139375
1.35294117647;0.0;1.835625;1.1525
1.41176470588;0.0;1.83625;1.165
1.47058823529;0.0;1.836875;1.1775
1.52941176471;0.0;1.8375;1.189375
1.58823529412;0.0;1.8375;1.201875
1.64705882353;0.0;1.8375;1.214375
1.70588235294;0.0;1.8375;1.2275
1.76470588235;0.0;1.8375;1.240625
1.82352941176;0.0;1.8375;1.25375
1.88235294118;0.0;1.8375;1.2675
1.94117647059;0.0;1.8375;1.28125
2.0;0.0;1.8375;1.294375
2.05882352941;0.0;1.8375;1.308125
2.11764705882;0.0;1.8375;1.321875
2.17647058824;0.0;1.8375;1.335
2.23529411765;0.0;1.836875;1.348125
2.29411764706;0.0;1.835625;1.36125
2.35294117647;0.0;1.83375;1.375
2.41176470588;0.0;1.831875;1.388125
2.47058823529;0.0;1.829375;1.40125
2.52941176471;0.0;1.82625;1.41375
2.58823529412;0.0;1.8225;1.426875
2.64705882353;0.0;1.8175;1.439375
2.70588235294;0.0;1.811875;1.4525
2.76470588235;0.0;1.805625;1.465625
2.82352941176;0.0;1.798125;1.47875
2.88235294118;0.0;1.79;1.491875
2.94117647059;0.0;1.780625;1.505
3.0;0.0;1.770625;1.518125
3.05882352941;0.0;1.759375;1.53125
3.11764705882;0.0;1.746875;1.54375
3.17647058824;0.0;1.73375;1.55625
3.23529411765;0.0;1.719375;1.568125
3.29411764706;0.0;1.70375;1.580625
3.35294117647;0.0;1.686875;1.59375
3.41176470588;0.0;1.67;1.606875
3.47058823529;0.0;1.65125;1.619375
3.52941176471;0.0;1.6325;1.630625
3.58823529412;0.0;1.6125;1.6425
3.64705882353;0.0;1.591875;1.65375
3.70588235294;0.0;1.57;1.665
3.76470588235;0.0;1.5475;1.675
3.82352941176;0.0;1.525;1.684375
3.88235294118;0.0;1.5025;1.693125
3.94117647059;0.0;1.479375;1.700625
4.0;0.0;1.45625;1.7075
4.05882352941;0.0;1.433125;1.71375
4.11764705882;0.0;1.410625;1.719375
4.17647058824;0.0;1.388125;1.724375
4.23529411765;0.0;1.365625;1.72875
4.29411764706;0.0;1.343125;1.733125
4.35294117647;0.0;1.320625;1.736875
4.41176470588;0.0;1.299375;1.740625
4.47058823529;0.0;1.278125;1.743125
4.52941176471;0.0;1.2575;1.745
4.58823529412;0.0;1.236875;1.74625
4.64705882353;0.0;1.218125;1.7475
4.70588235294;0.0;1.19875;1.74875
4.76470588235;0.0;1.180625;1.749375
4.82352941176;0.0;1.1625;1.75
4.88235294118;0.0;1.145625;1.749375
4.94117647059;0.0;1.129375;1.748125
5.0;0.0;1.11375;1.745625
